Signature,NamePKO,Country,Year,Date2,Mandate_Renewal,Mandate_CompleteAdjustment,DisarmDemob_Monitor,DisarmDemob_Assist,DisarmDemob_Encouraged,DisarmDemob_Security,Reintegration_Monitor,Reintegration_Assist,Reintegration_Security,Reintegration_Encouraged,ControlSALW_Monitor,ControlSALW_Assist,ControlSALW_Encouraged,ControlSALW_Security,ArmsEmbargo_Monitor,ArmsEmbargo_Assist,ArmsEmbargo_Encouraged,ArmsEmbargo_Security,CivProtect_Monitor,CivProtect_Assist,CivProtect_Security,CivProtect_Encouraged,HumanRights_Monitor,HumanRights_Assist,HumanRights_Encouraged,HumanRights_Security,ChildRights_Monitor,ChildRights_Assist,ChildRights_Encouraged,ChildRights_Security,SGBViolence_Monitor,SGBViolence_Assist,SGBViolence_Encouraged,SGBViolence_Security,PoliceReform_Monitor,PoliceReform_Assist,PoliceReform_Encouraged,PoliceReform_Security,MilitaryReform_Monitor,MilitaryReform_Assist,MilitaryReform_Encouraged,MilitaryReform_Security,Demil_Monitor,Demil_Assist,Demil_Security,Demil_Encouraged,OffensOper_Assist,OffensOper_Security,OffensOper_Monitor,OffensOper_Encouraged,JusticeReform_Monitor,JusticeReform_Assist,JusticeReform_Encouraged,JusticeReform_Security,TransJustice_Monitor,TransJustice_Assist,TransJustice_Encouraged,TransJustice_Security,CorrectionsReform_Monitor,CorrectionsReform_Assist,CorrectionsReform_Encouraged,CorrectionsReform_Security,BorderControl_Monitor,BorderControl_Assist,BorderControl_Encouraged,BorderControl_Security,Demining_Monitor,Demining_Assist,Demining_Encouraged,Demining_Security,Resources_Monitor,Resources_Assist,Resources_Security,Resources_Encouraged,StateAuthority_Monitor,StateAuthority_Assist,StateAuthority_Encouraged,StateAuthority_Security,Democratization_Monitor,Democratization_Assist,Democratization_Encouraged,Democratization_Security,ElectSec_Monitor,ElectSec_Assist,ElectSec_Encouraged,ElectAssist_Monitor,ElectAssist_Assist,ElectAssist_Encouraged,ElectAssist_Security,VoterEducation_Monitor,VoterEducation_Assist,VoterEducation_Security,VoterEducation_Encouraged,PolPartyAssist_Monitor,PolPartyAssist_Assist,PolPartyAssist_Encouraged,PolPartyAssist_Security,CivilSociety_Monitor,CivilSociety_Assist,CivilSociety_Security,CivilSociety_Encouraged,Media_Monitor,Media_Assist,Media_Encouraged,Media_Security,PublicInfo_Assist,PublicInfo_Encouraged,PublicInfo_Monitor,PublicInfo_Security,PowerSharing_Monitor,PowerSharing_Assist,PowerSharing_Encouraged,PowerSharing_Security,Reconcil_Monitor,Reconcil_Assist,Reconcil_Encouraged,Reconcil_Security,LocalReconcil_Monitor,LocalReconcil_Assist,LocalReconcil_Encouraged,LocalReconcil_Security,RegReconcil_Monitor,RegReconcil_Assist,RegReconcil_Encouraged,RegReconcil_Security,EcDevelop_Monitor,EcDevelop_Assist,EcDevelop_Encouraged,EcDevelop_Security,HumanRelief_Monitor,HumanRelief_Assist,HumanRelief_Encouraged,HumanRelief_Security,PublicHealth_Monitor,PublicHealth_Assist,PublicHealth_Encouraged,PublicHealth_Security,RefugeeIDPs_Monitor,RefugeeIDPs_Assist,RefugeeIDPs_Encouraged,RefugeeIDPs_Security,Gender_Monitor,Gender_Assist,Gender_Encouraged,Gender_Security,LegalReform_Monitor,LegalReform_Assist,LegalReform_Encouraged,LegalReform_Security,Ceasefire_Monitor,Ceasefire_Assist,Ceasefire_Encouraged,Ceasefire_Security,PeaceProcess_Monitor,PeaceProcess_Assist,PeaceProcess_Encouraged,PeaceProcess_Security,CulturalHeritage_Assist,CulturalHeritage_Security,CulturalHeritage_Monitor,CulturalHeritage_Encouraged,UseOfForce,Comments
S/RES/2062,UNOCI,Ivory Coast,2012,26-Jul-12,1,0,,"1, 2",,,,"1, 2",,,,1,,1,,,,,1,,"1, 2",,,1,,,1,1,,,,1,,,,"1, 2, 8",,,,"1, 2, 8",,,,,,,,,,,,1,,,,,,,,1,,,1,"1, 19, 20",,,,1,,,,,,,,"1, 8",,,,,,,1,1,,,"1, 16",,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,1,10,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
S/RES/2112,UNOCI,Ivory Coast,2013,25-Apr-13,1,0,,"6c, 8",,,,"6c, 8",,,,"6c, 6e, 8",,6c,,,,,"5, 6a",,"6a, 6b",9,6f,"6d, 6f",,,6f,"6c, 6d, 6f",,,,"6d, 6f",,,,"6d, 8",,,,"6d, 8",,,,,,,,,,,,6d,,,6f,,,,,6d,,,,6b,26,,,,,,,,,,,6i,,,,,,,,,,,,,,,,,,,,,,,,,,6h,,,,6h,,,,,,,,,19,,,,,,,,,,,,,,,,6g,,6g,,,,,,6g,,6g,,,,,,,,,,,,,,,,,,,,,,
S/RES/2101,UNOCI,Ivory Coast,2013,25-Apr-13,1,0,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11, 27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2153,UNOCI,Ivory Coast,2014,29-Apr-14,1,0,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19, 33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2162,UNOCI,Ivory Coast,2014,25-Jun-14,1,0,,"6, 19b, 19d, 21",,,,"6, 19b, 19d, 21",,,,"19d, 19f, 21",,,,,,,19a,,"19a, 19c",,19g,19g,,,19g,"19d, 19g",,,,"19e, 19g",,,,"19b, 19e, 21",,,,"19b, 19c, 19e, 21",,,,,,,,,,,,,,,19g,,,,,,,,,19c,36,19c,,,,,,,,,,,,,,,,,,19c,,,19b,,,,,,,,,,,,19b,,,19i,,,,19i,,,,,,,,,"2, 19b",,,,19b,,,,,,,,,,,,19h,,19h,,,,,,19h,,"19a, 19h",,,,,,,,,,,,,,,,,,,,,,
S/RES/2219,UNOCI,Ivory Coast,2015,28-Apr-15,1,0,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20, 34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2226,UNOCI,Ivory Coast,2015,25-Jun-15,1,0,,"6, 19d, 21",,,,"6, 19d, 21",,,,"19d, 19f, 21",,,,,,,19a,,"19a, 19c",,19g,19g,,"19e, 19g",19g,"19d, 19e, 19g",,,,"19e, 19g",,,,"19e, 21",,,,"19e, 21",,,,,,,,,,,,,,,19g,19g,,,,,,,,19c,35,19c,,19d,,,,,,,,,,,,,,,,19c,,,19b,,,,,,,,,,,,19b,,,19i,,,,19i,,,,,,,,,19b,,,,19b,,,,,,,,,,,,19h,,19h,,,,,,19h,,19h,,,,,,,,,,,,,,,,,,,,,,
S/RES/2260,UNOCI,Ivory Coast,2016,20-Jan-16,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2284,UNOCI,Ivory Coast,2016,28-Apr-16,1,1,,,,,,,,,,15c,,,,,,,,,"15a, 15d",,15e,15e,,,,15e,,,,15e,,,,15c,,,,15c,,,,,,,,,,,,,,,,,,,,,,,,15d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f,,,,,,,,,15b,,,,15b,,,,,,,,,,,,15e,,15e,,,,,,15e,,15e,,,,,,,,,,,,,,,,,,,,,,
S/RES/866,UNOMIL,Liberia,1993,22-Sep-93,0,0,3b,3e,,,,,,,,,,,,,,,,,,,3f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b,,,,,3g,,,,,,,,,,,,,,,,,,3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d,,,,,,,,,,,,,,,,,,,3a,,,,,,,,,,,,,
S/RES/972,UNOMIL,Liberia,1995,13-Jan-94,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/911,UNOMIL,Liberia,1994,21-Apr-94,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/950,UNOMIL,Liberia,1994,21-Oct-94,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/985,UNOMIL,Liberia,1995,13-Apr-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1001,UNOMIL,Liberia,1995,30-Jun-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1014,UNOMIL,Liberia,1995,15-Sep-95,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1020,UNOMIL,Liberia,1995,10-Nov-95,1,0,2c,2d,,,,,,,,,,,,,,,,,,,2f,2f,,,,,,,,,,,,,,,,,,,2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e,,,,,,,,,,,,,,,,,,,2b,,,,,,,,,,,,,
S/RES/1041,UNOMIL,Liberia,1996,29-Jan-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1050,UNOMIL,Liberia,1996,31-May-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1071,UNOMIL,Liberia,1996,30-Aug-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1083,UNOMIL,Liberia,1996,27-Nov-96,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1100,UNOMIL,Liberia,1997,27-Mar-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1116,UNOMIL,Liberia,1997,27-Jun-97,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1509,UNMIL,Liberia,2003,19-Sep-03,0,1,3d,"3c, 3g",,3c,,,,,,,,,,,,,,,3j,,3m,"3l, 3m",,,,3l,,,,"3l, 11",,,3n,3n,,,,3o,,,,,,,,,,,,3q,,,,,,,,3q,,,,,,,,,,,,,,,,"3p, 3q",,,,,,,,,,,3s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3k,,3k,,,,,,3l,6,,,,11,,,3q,,,3a,3a,,,,,,,,,,,,
S/RES/1521,UNMIL,Liberia,2003,22-Dec-03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1561,UNMIL,Liberia,2004,17-Sep-04,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1607,UNMIL,Liberia,2005,21-Jun-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1626,UNMIL,Liberia,2005,19-Sep-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1638,UNMIL,Liberia,2005,11-Nov-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1647,UNMIL,Liberia,2005,20-Dec-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1667,UNMIL,Liberia,2006,31-Mar-06,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1683,UNMIL,Liberia,2006,13-Jun-06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1689,UNMIL,Liberia,2006,20-Jun-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1694,UNMIL,Liberia,2006,13-Jul-06,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1712,UNMIL,Liberia,2006,29-Sep-06,1,0,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1750,UNMIL,Liberia,2007,20-Mar-07,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1777,UNMIL,Liberia,2007,20-Sep-07,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1819,UNMIL,Liberia,2008,18-Jun-08,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1836,UNMIL,Liberia,2008,29-Sep-08,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1885,UNMIL,Liberia,2009,15-Dec-09,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1938,UNMIL,Liberia,2010,15-Sep-10,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,10,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1971,UNMIL,Liberia,2011,03-Mar-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2008,UNMIL,Liberia,2011,16-Sep-11,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,11,p1,,,11,,,,,,,,,,,,11,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,
S/RES/2066,UNMIL,Liberia,2012,17-Sep-12,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7, 9",,,,"p. 1, 2, 7, 18",8,,,"7, 18",8,,,,,,,,,,,18,,,,,,,,,,,,19,"13, 3",,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,8,,,,,,,,,,,,,,,
S/RES/2116,UNMIL,Liberia,2013,18-Sep-13,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,"p.3, 10",,,,10,,,,"p.2, 8, 19",9,,,"p.2, 8",9,,,,,,,,,,,"8, 19",,,,,,,,,,,13,"13, 20","7, 14",,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7, 9",,,,,,,,,,,,,,,,,,,,,,,13,,,,12,,,,,9,,,,,,,,,,,,,,,
S/RES/2128,UNMIL,Liberia,2013,10-Dec-13,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"p.2, 9",,,,9,,,,,,,,,,,,,,,,,,,,,,,,p.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2176,UNMIL,Liberia,2014,15-Sep-14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2190,UNMIL,Liberia,2014,15-Dec-14,1,1,,,,,,,,,,,,,,,,,,,"10a, 10a(i)",,10e(i),"7, 10e, 10e(i)",,,10e(i),10e(i),,,,"10e(i), 10e(ii)",,,,"3, 6, 7, 10c, 10c(i), 10c(ii), 11",,,,"3, 6, 7, 10c, 10c(i)",,,,,,,,,,,,"3, 7, 10c, 10c(ii)",,,,,,,,10c(ii),,,,10c(ii),18,,,,,,,,,,,10c(iii),,,,,,,,10d(i),,,"10d, 10d(i)",,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,"10b, 10b(i)",,10b(i),,10b(ii),,,,,18,,,,,,,3,,,,,,,,,,,,,,,,
S/RES/2215,UNMIL,Liberia,2015,02-Apr-15,1,1,,,,,,,,,,,,,,,,,,,2,,2,2,,,2,2,,,,2,,,,2,,,,2,,,,,,,,,,,,2,,,,,,,,2,,,,2,"2, 5",,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,2,,2,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,
S/RES/2239,UNMIL,Liberia,2015,17-Sep-15,1,1,,,,,,,,,,,,,,,,,,,"10a, 10a(i)",,10c(i),"10c, 10c(i)",,,10c(i),10c(i),,,,10c(ii),,,,"3, 10b, 10b(i), 10b(ii), 11",,,,"3, 10b, 10b(i), 10b(ii), 11",,,,,,,,,,,,"3, 10b, 10b(ii)",,,,,,,,10b(ii),,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2308,UNMIL,Liberia,2016,14-Sep-16,1,0,,,,,,,,,,,,,,,,,,,1,,1,1,,,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2333,UNMIL,Liberia,2016,23-Dec-16,1,1,,,,,,,,,,,,,,,,,,,"11a, 11a(i)",,11c(i),"11c, 11c(i)",,,11c(i),11c(i),,,,"4, 11c(ii)",,,,"4, 11b(i)",,,,4,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11b(i),,,12,,,,,,,,,,,,,,,,,,,"11d, 11d(i)",,,,,,,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
S/RES/2100,MINUSMA,Mali,2013,25-Apr-13,0,0,,"11, 16a(v)",,,,"11, 16a(v)",,,,16a(iv),28,,,,,,,,"16c, 16c(i), 26",,"16d(i), 16d(ii), 16d(iii)","16d, 16d(i), 16d(iv)",,,16d(iii),"16a(v), 16c(ii), 26",,,,16c(ii),,,,"11, 16a(iii)",,,,"11, 16a(iii)",,,,,,,,,,,,16a(iii),,,,16g,,,,,,,,,,,,16a(iv),,,,,,,,16a(ii),,,,16b(i),,,,16b(iv),,,16b(iv),,,,,,,,,,,,16b(iii),,,,,,,,,,,,,,,,16b(i),,,,16b(iii),,,,,,,,,,,,,,16e,,,,,,16e,,"16e, 26",,"16b(iii), 25",,,,,,,,"4, 11",,,,,,,,,,,,
S/RES/2164,MINUSMA,Mali,2014,25-Jun-14,1,0,,"5, 13b(iii), 13b(iv)",,,,13b(iv),,,,"13c(iii), 32",,,,,,,,,"13a, 13a(ii), 16",,13c(v),"13c(iv),  13c(v)",,,13c(vi),"13a(iii), 13b(iv)",,13a(iii),,13a(iii),,"13a(iii), 16",,13c(ii),,,,13c(ii),,,,,,,,,,,,,,,,13b(vi),,,,,,,,,,,,13c(iii),,,,,,,,13c(i),,,,,,,,13b(v),,,13b(v),,,,,,,,,,,,"13b(ii), 4a(vi)",,,,,,,20,,,,,,,,,"13b(i), 13b(ii)",,,,13b(ii),,,,,,,,,,,,13c,,,,,,,,13c(vii),,13c(vii),,"13b(ii), 15",,,,,,,,13a(v),,,,"6, 7",,,,,,,,
